id_user;event_date;event_hour;hour_desc;year_key;quarter_key;quarter_desc;month_key;month_desc;dob;gender;language;registration_date;primary_use;registration_referring_url;flag_optin_email_marketing;user_age;sort_id_age;age_text;Subscribed_to_Email;Commented_on_Blog;Visited_Site;Signup_Newsletter;Watched_Video;Tweeted_Item;Completed_Lead_Form;Tweeted_Blog_Post;Signup_Free_Offer;Added_Item_To_Cart:0_predicted_prob;Added_Item_To_Cart:1_predicted_prob
1340400209;2011-07-20;02;2:00:00 AM - 2:59:59 AM;2011;20113;Q3 2011;201107;Jul;1989/07/22 00:00:00.000;M;Spanish;2011/12/28 00:00:00.000;business;www.facebook.com;1;23;4;21-30 years;0;0;0;0;0;0;0;0;0;0.86232;0.13768
100001572721941;2011-07-20;14;2:00:00 PM - 2:59:59 PM;2011;20113;Q3 2011;201107;Jul;1997/10/23 00:00:00.000;F;English;2010/05/06 00:00:00.000;personel;www.google.com;0;14;2;11-15 years;0;0;0;0;0;0;0;0;0;0.86276;0.13724
752443212;2011-07-20;09;9:00:00 AM - 9:59:59 AM;2011;20113;Q3 2011;201107;Jul;1992/11/04 00:00:00.000;M;English;2011/06/02 00:00:00.000;personel;www.live.com;0;19;3;16-20 years;0;1;0;0;0;0;0;0;0;0.86896;0.13104
1307444087;2011-07-20;04;4:00:00 AM - 4:59:59 AM;2011;20113;Q3 2011;201107;Jul;1997/11/13 00:00:00.000;F;French;2011/04/29 00:00:00.000;personel;www.yahoo.com;0;14;2;11-15 years;0;0;0;0;0;0;0;0;0;0.87377;0.12623
100001903176715;2011-07-20;11;11:00:00 AM - 11:59:59 AM;2011;20113;Q3 2011;201107;Jul;1995/06/05 00:00:00.000;M;French;2010/09/07 00:00:00.000;personel;www.live.com;0;17;3;16-20 years;0;0;0;0;0;0;0;0;0;0.87382;0.12618
100002258876513;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1997/11/21 00:00:00.000;M;French;2010/03/25 00:00:00.000;personel;www.facebook.com;0;14;2;11-15 years;0;1;0;0;0;0;0;0;0;0.87415;0.12585
100001016742257;2011-07-20;12;12:00:00 PM - 12:59:59 PM;2011;20113;Q3 2011;201107;Jul;1995/11/06 00:00:00.000;M;English;2012/01/21 00:00:00.000;business;www.facebook.com;1;16;3;16-20 years;0;0;0;0;0;0;0;0;0;0.87697;0.12303
745013992;2011-07-20;03;3:00:00 AM - 3:59:59 AM;2011;20113;Q3 2011;201107;Jul;1956/02/15 00:00:00.000;F;Spanish;2010/08/02 00:00:00.000;personel;www.twitter.com;0;56;7;51-60 years;0;0;0;0;0;0;0;0;0;0.87743;0.12257
100000151029751;2011-07-20;17;5:00:00 PM - 5:59:59 PM;2011;20113;Q3 2011;201107;Jul;1964/01/22 00:00:00.000;F;Spanish;2010/09/07 00:00:00.000;personel;www.yahoo.com;0;48;6;41-50 years;0;0;0;0;0;0;0;0;0;0.87743;0.12257
100000933337735;2011-07-20;18;6:00:00 PM - 6:59:59 PM;2011;20113;Q3 2011;201107;Jul;1970/02/03 00:00:00.000;F;French;2011/05/25 00:00:00.000;personel;www.facebook.com;0;42;6;41-50 years;0;0;0;0;0;0;0;0;0;0.87743;0.12257
100001011284252;2011-07-20;16;4:00:00 PM - 4:59:59 PM;2011;20113;Q3 2011;201107;Jul;2011/07/10 00:00:00.000;M;English;2011/12/26 00:00:00.000;business;www.live.com;1;1;1;0-10 years;0;0;0;0;0;1;0;0;0;0.87762;0.12238
100002177810195;2011-07-20;09;9:00:00 AM - 9:59:59 AM;2011;20113;Q3 2011;201107;Jul;1997/04/07 00:00:00.000;F;French;2010/10/18 00:00:00.000;business;www.google.com;1;15;2;11-15 years;0;1;0;0;0;0;0;0;0;0.87908;0.12092
100002435623101;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1997/09/15 00:00:00.000;F;French;2011/02/08 00:00:00.000;personel;www.live.com;0;15;2;11-15 years;0;1;0;0;0;0;0;0;0;0.881;0.119
100002512527288;2011-07-20;01;1:00:00 AM - 1:59:59 AM;2011;20113;Q3 2011;201107;Jul;1995/11/28 00:00:00.000;M;French;2011/07/10 00:00:00.000;personel;www.yahoo.com;0;16;3;16-20 years;0;0;0;0;0;0;0;0;0;0.88125;0.11875
100000631804913;2011-07-20;18;6:00:00 PM - 6:59:59 PM;2011;20113;Q3 2011;201107;Jul;1994/07/25 00:00:00.000;F;Spanish;2010/08/05 00:00:00.000;business;www.ebay.com;1;18;3;16-20 years;0;0;0;0;0;0;0;0;0;0.8839;0.1161
100000811837953;2011-07-20;05;5:00:00 AM - 5:59:59 AM;2011;20113;Q3 2011;201107;Jul;1995/05/04 00:00:00.000;F;French;2010/07/03 00:00:00.000;personel;www.ebay.com;0;17;3;16-20 years;0;0;0;0;0;0;0;0;0;0.8839;0.1161
100001965889052;2011-07-20;16;4:00:00 PM - 4:59:59 PM;2011;20113;Q3 2011;201107;Jul;1995/02/15 00:00:00.000;F;French;2011/08/06 00:00:00.000;business;www.twitter.com;1;17;3;16-20 years;0;0;0;0;0;0;0;0;0;0.8839;0.1161
1489235809;2011-07-20;09;9:00:00 AM - 9:59:59 AM;2011;20113;Q3 2011;201107;Jul;1965/03/11 00:00:00.000;M;Spanish;2010/03/20 00:00:00.000;business;www.ebay.com;1;47;6;41-50 years;0;1;0;0;0;0;0;0;0;0.88572;0.11428
100002679432697;2011-07-20;17;5:00:00 PM - 5:59:59 PM;2011;20113;Q3 2011;201107;Jul;1993/09/17 00:00:00.000;F;English;2012/02/08 00:00:00.000;business;www.facebook.com;1;19;3;16-20 years;0;0;0;0;0;0;0;0;0;0.88728;0.11272
100002156474959;2011-07-20;15;3:00:00 PM - 3:59:59 PM;2011;20113;Q3 2011;201107;Jul;1997/10/04 00:00:00.000;F;French;2011/08/28 00:00:00.000;business;www.google.com;1;14;2;11-15 years;0;0;0;0;0;0;0;0;0;0.891;0.109
100000832792694;2011-07-20;09;9:00:00 AM - 9:59:59 AM;2011;20113;Q3 2011;201107;Jul;1995/08/02 00:00:00.000;M;French;2010/10/25 00:00:00.000;personel;www.twitter.com;0;17;3;16-20 years;0;1;0;0;0;0;0;0;0;0.89181;0.10819
100000648060070;2011-07-20;09;9:00:00 AM - 9:59:59 AM;2011;20113;Q3 2011;201107;Jul;1997/10/20 00:00:00.000;M;French;2011/03/31 00:00:00.000;business;www.craigslist.org;1;14;2;11-15 years;0;1;0;0;0;0;0;0;0;0.89202;0.10798
100000029352883;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1995/04/08 00:00:00.000;M;Spanish;2011/03/24 00:00:00.000;personel;www.live.com;0;17;3;16-20 years;0;1;0;0;0;0;0;0;0;0.89355;0.10645
100001577184251;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1994/06/15 00:00:00.000;M;French;2010/09/04 00:00:00.000;business;www.live.com;1;18;3;16-20 years;0;1;0;0;0;0;0;0;0;0.89355;0.10645
100001083504563;2011-07-20;02;2:00:00 AM - 2:59:59 AM;2011;20113;Q3 2011;201107;Jul;1996/11/15 00:00:00.000;M;Spanish;2010/04/15 00:00:00.000;business;www.google.com;1;15;2;11-15 years;0;1;0;0;0;0;0;0;0;0.89598;0.10402
100002016662330;2011-07-20;04;4:00:00 AM - 4:59:59 AM;2011;20113;Q3 2011;201107;Jul;1992/12/05 00:00:00.000;F;Spanish;2011/04/05 00:00:00.000;personel;www.google.com;0;19;3;16-20 years;0;0;0;0;0;0;0;0;0;0.89656;0.10344
100002141860066;2011-07-20;09;9:00:00 AM - 9:59:59 AM;2011;20113;Q3 2011;201107;Jul;1994/09/03 00:00:00.000;F;French;2011/09/08 00:00:00.000;personel;www.live.com;0;18;3;16-20 years;0;1;0;0;0;0;0;0;0;0.89782;0.10218
100001704743101;2011-07-20;05;5:00:00 AM - 5:59:59 AM;2011;20113;Q3 2011;201107;Jul;1990/10/28 00:00:00.000;M;Spanish;2010/03/13 00:00:00.000;personel;www.google.com;0;21;4;21-30 years;0;0;0;0;0;0;0;0;0;0.9;0.1
100001948114645;2011-07-20;07;7:00:00 AM - 7:59:59 AM;2011;20113;Q3 2011;201107;Jul;1985/04/13 00:00:00.000;M;French;2011/01/03 00:00:00.000;personel;www.ebay.com;0;27;4;21-30 years;0;0;0;0;0;0;0;0;0;0.9;0.1
100001985093852;2011-07-20;09;9:00:00 AM - 9:59:59 AM;2011;20113;Q3 2011;201107;Jul;1997/10/22 00:00:00.000;F;English;2010/10/10 00:00:00.000;business;www.facebook.com;1;14;2;11-15 years;0;1;0;0;0;0;0;0;0;0.90315;0.09685
607817004;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1966/08/25 00:00:00.000;M;Spanish;2010/12/26 00:00:00.000;personel;www.google.com;0;46;6;41-50 years;0;1;0;0;0;0;0;0;0;0.91027;0.08973
100000896230289;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1967/07/11 00:00:00.000;M;French;2011/08/18 00:00:00.000;business;www.twitter.com;1;45;6;41-50 years;0;1;0;0;0;0;0;0;0;0.91027;0.08973
100000570197168;2011-07-20;09;9:00:00 AM - 9:59:59 AM;2011;20113;Q3 2011;201107;Jul;1989/02/07 00:00:00.000;M;Spanish;2011/02/10 00:00:00.000;personel;www.live.com;0;23;4;21-30 years;0;1;0;0;0;0;0;0;0;0.91218;0.08782
100000910969307;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1998/02/06 00:00:00.000;M;English;2010/05/13 00:00:00.000;business;www.ebay.com;1;14;2;11-15 years;0;0;0;0;0;2;0;0;0;0.91367;0.08633
1723613415;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1996/09/27 00:00:00.000;M;French;2010/12/16 00:00:00.000;personel;www.facebook.com;0;16;3;16-20 years;0;1;0;0;0;0;0;0;0;0.91517;0.08483
1739512690;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1995/08/30 00:00:00.000;M;French;2011/08/31 00:00:00.000;personel;www.twitter.com;0;17;3;16-20 years;0;1;0;0;0;0;0;0;0;0.91517;0.08483
100001395312416;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1995/09/15 00:00:00.000;M;Spanish;2011/06/26 00:00:00.000;personel;www.yahoo.com;0;17;3;16-20 years;0;1;0;0;0;0;0;0;0;0.91517;0.08483
100002512527288;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1995/11/28 00:00:00.000;M;French;2011/07/10 00:00:00.000;personel;www.yahoo.com;0;16;3;16-20 years;0;1;0;0;0;0;0;0;0;0.91517;0.08483
100000783500340;2011-07-20;09;9:00:00 AM - 9:59:59 AM;2011;20113;Q3 2011;201107;Jul;1992/11/17 00:00:00.000;F;French;2012/01/26 00:00:00.000;personel;www.ebay.com;0;19;3;16-20 years;0;0;0;0;0;2;0;0;0;0.91536;0.08464
100000138255793;2011-07-20;09;9:00:00 AM - 9:59:59 AM;2011;20113;Q3 2011;201107;Jul;1996/02/04 00:00:00.000;F;French;2012/02/20 00:00:00.000;business;www.yahoo.com;1;16;3;16-20 years;0;1;0;0;0;0;0;0;0;0.91865;0.08135
100001908731979;2011-07-20;09;9:00:00 AM - 9:59:59 AM;2011;20113;Q3 2011;201107;Jul;1997/08/15 00:00:00.000;F;French;2010/04/09 00:00:00.000;business;www.ebay.com;1;15;2;11-15 years;0;0;7;0;0;0;0;0;0;0.91995;0.08005
1407285475;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1995/01/10 00:00:00.000;F;Spanish;2010/08/15 00:00:00.000;business;www.live.com;1;17;3;16-20 years;0;1;0;0;0;0;0;0;0;0.92;0.08
100002252911525;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1996/04/06 00:00:00.000;F;Spanish;2010/08/18 00:00:00.000;personel;www.live.com;0;16;3;16-20 years;0;1;0;0;0;0;0;0;0;0.92;0.08
100002626621421;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1993/10/22 00:00:00.000;F;French;2010/06/13 00:00:00.000;personel;www.live.com;0;18;3;16-20 years;0;1;0;0;0;0;0;0;0;0.92;0.08
1347308231;2011-07-20;03;3:00:00 AM - 3:59:59 AM;2011;20113;Q3 2011;201107;Jul;1987/03/19 00:00:00.000;M;English;2011/11/05 00:00:00.000;personel;www.ebay.com;0;25;4;21-30 years;0;0;0;0;0;0;0;0;0;0.92028;0.07972
100001008668877;2011-07-20;12;12:00:00 PM - 12:59:59 PM;2011;20113;Q3 2011;201107;Jul;1986/10/01 00:00:00.000;M;English;2011/11/04 00:00:00.000;business;www.yahoo.com;1;26;4;21-30 years;0;0;0;0;0;0;0;0;0;0.92028;0.07972
100002305490429;2011-07-20;18;6:00:00 PM - 6:59:59 PM;2011;20113;Q3 2011;201107;Jul;1990/11/25 00:00:00.000;M;English;2011/11/10 00:00:00.000;business;www.twitter.com;1;21;4;21-30 years;0;0;0;0;0;0;0;0;0;0.92028;0.07972
705271168;2011-07-20;15;3:00:00 PM - 3:59:59 PM;2011;20113;Q3 2011;201107;Jul;1961/09/06 00:00:00.000;F;French;2010/07/09 00:00:00.000;personel;www.yahoo.com;0;51;7;51-60 years;0;0;0;0;0;0;0;0;0;0.92271;0.07729
100000110448616;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1997/11/11 00:00:00.000;F;English;2010/10/06 00:00:00.000;business;www.ebay.com;1;14;2;11-15 years;0;1;0;0;0;0;0;0;0;0.92427;0.07573
100002607657126;2011-07-20;16;4:00:00 PM - 4:59:59 PM;2011;20113;Q3 2011;201107;Jul;1992/02/23 00:00:00.000;F;French;2011/09/07 00:00:00.000;business;www.facebook.com;1;20;3;16-20 years;0;0;0;0;0;0;0;0;0;0.92498;0.07502
100001918974698;2011-07-20;14;2:00:00 PM - 2:59:59 PM;2011;20113;Q3 2011;201107;Jul;1997/02/08 00:00:00.000;M;Spanish;2010/05/24 00:00:00.000;personel;www.twitter.com;0;15;2;11-15 years;0;1;0;0;0;0;0;0;0;0.92524;0.07476
100002471672981;2011-07-20;16;4:00:00 PM - 4:59:59 PM;2011;20113;Q3 2011;201107;Jul;1998/02/03 00:00:00.000;M;Spanish;2012/02/17 00:00:00.000;personel;www.google.com;0;14;2;11-15 years;0;1;0;0;0;0;0;0;0;0.92524;0.07476
523802806;2011-07-20;02;2:00:00 AM - 2:59:59 AM;2011;20113;Q3 2011;201107;Jul;1968/06/12 00:00:00.000;M;French;2010/09/27 00:00:00.000;personel;www.facebook.com;0;44;6;41-50 years;0;1;0;0;0;0;0;0;0;0.92636;0.07364
100000698296097;2011-07-20;02;2:00:00 AM - 2:59:59 AM;2011;20113;Q3 2011;201107;Jul;1969/05/04 00:00:00.000;M;Spanish;2012/02/05 00:00:00.000;personel;www.google.com;0;43;6;41-50 years;0;1;0;0;0;0;0;0;0;0.92636;0.07364
100002515301462;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1997/05/27 00:00:00.000;M;French;2011/02/06 00:00:00.000;personel;www.yahoo.com;0;15;2;11-15 years;0;0;0;0;0;0;0;1;0;0.92651;0.07349
100000372626738;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;2011/07/19 00:00:00.000;M;French;2011/03/10 00:00:00.000;personel;www.live.com;0;1;1;0-10 years;0;0;1;0;0;0;0;0;0;0.92859;0.07141
100000591924557;2011-07-20;05;5:00:00 AM - 5:59:59 AM;2011;20113;Q3 2011;201107;Jul;1997/12/15 00:00:00.000;F;French;2010/09/17 00:00:00.000;personel;www.live.com;0;14;2;11-15 years;0;1;0;0;0;0;0;0;0;0.92954;0.07046
100002246431186;2011-07-20;07;7:00:00 AM - 7:59:59 AM;2011;20113;Q3 2011;201107;Jul;1997/01/15 00:00:00.000;F;French;2011/09/19 00:00:00.000;business;www.live.com;1;15;2;11-15 years;0;1;0;0;0;0;0;0;0;0.92954;0.07046
544259752;2011-07-20;09;9:00:00 AM - 9:59:59 AM;2011;20113;Q3 2011;201107;Jul;1986/07/07 00:00:00.000;M;Spanish;2010/03/11 00:00:00.000;personel;www.ebay.com;0;26;4;21-30 years;0;1;0;0;0;0;0;0;0;0.93031;0.06969
1785798347;2011-07-20;09;9:00:00 AM - 9:59:59 AM;2011;20113;Q3 2011;201107;Jul;1985/09/11 00:00:00.000;M;French;2010/09/25 00:00:00.000;personel;www.google.com;0;27;4;21-30 years;0;1;0;0;0;0;0;0;0;0.93031;0.06969
100000709383101;2011-07-20;09;9:00:00 AM - 9:59:59 AM;2011;20113;Q3 2011;201107;Jul;1992/04/14 00:00:00.000;M;Spanish;2010/06/24 00:00:00.000;business;www.google.com;1;20;3;16-20 years;0;1;0;0;0;0;0;0;0;0.93031;0.06969
100000566830025;2011-07-20;02;2:00:00 AM - 2:59:59 AM;2011;20113;Q3 2011;201107;Jul;1995/06/21 00:00:00.000;M;Spanish;2011/09/16 00:00:00.000;personel;www.google.com;0;17;3;16-20 years;0;1;0;0;0;0;0;0;0;0.93045;0.06955
100000864981010;2011-07-20;02;2:00:00 AM - 2:59:59 AM;2011;20113;Q3 2011;201107;Jul;1993/10/31 00:00:00.000;M;Spanish;2010/11/06 00:00:00.000;personel;www.google.com;0;18;3;16-20 years;0;1;0;0;0;0;0;0;0;0.93045;0.06955
100002017370434;2011-07-20;02;2:00:00 AM - 2:59:59 AM;2011;20113;Q3 2011;201107;Jul;1996/05/28 00:00:00.000;M;French;2010/08/18 00:00:00.000;personel;www.google.com;0;16;3;16-20 years;0;1;0;0;0;0;0;0;0;0.93045;0.06955
618307689;2011-07-20;02;2:00:00 AM - 2:59:59 AM;2011;20113;Q3 2011;201107;Jul;1992/12/25 00:00:00.000;M;English;2011/11/02 00:00:00.000;business;www.ebay.com;1;19;3;16-20 years;0;1;0;0;0;0;0;0;0;0.93258;0.06742
100002229180252;2011-07-20;02;2:00:00 AM - 2:59:59 AM;2011;20113;Q3 2011;201107;Jul;1993/03/16 00:00:00.000;M;English;2012/01/09 00:00:00.000;business;www.facebook.com;1;19;3;16-20 years;0;1;0;0;0;0;0;0;0;0.93258;0.06742
100001149999049;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1996/09/17 00:00:00.000;M;English;2010/06/20 00:00:00.000;business;www.facebook.com;1;16;3;16-20 years;0;1;0;0;0;0;0;0;0;0.9326;0.0674
1757252256;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1967/01/31 00:00:00.000;F;English;2011/10/04 00:00:00.000;personel;www.live.com;0;45;6;41-50 years;0;1;0;0;0;0;0;0;0;0.93274;0.06726
1546302409;2011-07-20;03;3:00:00 AM - 3:59:59 AM;2011;20113;Q3 2011;201107;Jul;1964/10/25 00:00:00.000;M;French;2011/12/15 00:00:00.000;personel;www.live.com;0;47;6;41-50 years;0;1;0;0;0;0;0;0;0;0.93362;0.06638
100000128016909;2011-07-20;17;5:00:00 PM - 5:59:59 PM;2011;20113;Q3 2011;201107;Jul;1967/06/19 00:00:00.000;M;French;2011/09/22 00:00:00.000;personel;www.live.com;0;45;6;41-50 years;0;1;0;0;0;0;0;0;0;0.93362;0.06638
100000848438384;2011-07-20;08;8:00:00 AM - 8:59:59 AM;2011;20113;Q3 2011;201107;Jul;1966/07/22 00:00:00.000;M;French;2011/03/20 00:00:00.000;personel;www.live.com;0;46;6;41-50 years;0;1;0;0;0;0;0;0;0;0.93362;0.06638
100002667273759;2011-07-20;18;6:00:00 PM - 6:59:59 PM;2011;20113;Q3 2011;201107;Jul;1960/11/21 00:00:00.000;M;Spanish;2010/04/23 00:00:00.000;business;www.live.com;1;51;7;51-60 years;0;1;0;0;0;0;0;0;0;0.93362;0.06638
100000323807487;2011-07-20;02;2:00:00 AM - 2:59:59 AM;2011;20113;Q3 2011;201107;Jul;1995/06/25 00:00:00.000;F;Spanish;2011/04/22 00:00:00.000;business;www.live.com;1;17;3;16-20 years;0;1;0;0;0;0;0;0;0;0.93447;0.06553
100000812682908;2011-07-20;02;2:00:00 AM - 2:59:59 AM;2011;20113;Q3 2011;201107;Jul;1995/02/22 00:00:00.000;F;Spanish;2012/01/09 00:00:00.000;business;www.live.com;1;17;3;16-20 years;0;1;0;0;0;0;0;0;0;0.93447;0.06553
100001513211267;2011-07-20;02;2:00:00 AM - 2:59:59 AM;2011;20113;Q3 2011;201107;Jul;1996/01/24 00:00:00.000;F;Spanish;2010/12/19 00:00:00.000;business;www.live.com;1;16;3;16-20 years;0;1;0;0;0;0;0;0;0;0.93447;0.06553
100001131705836;2011-07-20;14;2:00:00 PM - 2:59:59 PM;2011;20113;Q3 2011;201107;Jul;1997/01/02 00:00:00.000;M;French;2011/12/15 00:00:00.000;personel;www.facebook.com;0;15;2;11-15 years;0;0;0;0;0;2;0;0;0;0.93632;0.06368
1645325389;2011-07-20;02;2:00:00 AM - 2:59:59 AM;2011;20113;Q3 2011;201107;Jul;1992/11/12 00:00:00.000;F;French;2010/04/15 00:00:00.000;business;www.twitter.com;1;19;3;16-20 years;0;1;0;0;0;0;0;0;0;0.93661;0.06339
1050913797;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1993/12/28 00:00:00.000;F;Spanish;2010/08/08 00:00:00.000;personel;www.yahoo.com;0;18;3;16-20 years;0;1;0;0;0;0;0;0;0;0.93663;0.06337
1273750283;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1994/09/07 00:00:00.000;F;French;2010/07/08 00:00:00.000;business;www.google.com;1;18;3;16-20 years;0;1;0;0;0;0;0;0;0;0.93663;0.06337
1369735962;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1994/05/28 00:00:00.000;F;French;2012/02/18 00:00:00.000;business;www.yahoo.com;1;18;3;16-20 years;0;1;0;0;0;0;0;0;0;0.93663;0.06337
1505514924;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1995/10/05 00:00:00.000;F;French;2011/07/16 00:00:00.000;personel;www.google.com;0;16;3;16-20 years;0;1;0;0;0;0;0;0;0;0.93663;0.06337
1668793217;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1995/08/27 00:00:00.000;F;French;2010/06/17 00:00:00.000;personel;www.google.com;0;17;3;16-20 years;0;1;0;0;0;0;0;0;0;0.93663;0.06337
100000683803068;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1994/01/23 00:00:00.000;F;French;2010/06/19 00:00:00.000;personel;www.google.com;0;18;3;16-20 years;0;1;0;0;0;0;0;0;0;0.93663;0.06337
100001566778049;2011-07-20;00;12:00:00 AM - 12:59:59 AM;2011;20113;Q3 2011;201107;Jul;1993/10/22 00:00:00.000;F;French;2011/02/09 00:00:00.000;business;www.google.com;1;18;3;16-20 years;0;1;0;0;0;0;0;0;0;0.93663;0.06337
