ZipCodeID,Zipcode,City,State
116,07675,OLD TAPPAN,NJ
117,07675,RIVER VALE,NJ
118,07675,RIVERVALE,NJ
119,07677,WOODCLIFF LAKE,NJ
120,07677,WESTWOOD,NJ
121,07677,WOODCLIFF LK,NJ
122,07885,WHARTON,NJ
123,07981,WHIPPANY,NJ
124,07999,WHIPPANY,NJ
125,08888,WHITEHOUSE,NJ
126,08889,WHITEHOUSE STATION,NJ
127,08889,WHITE HSE STA,NJ
128,08889,WHITE HOUSE STATION,NJ
129,07095,WOODBRIDGE,NJ
130,07481,WYCKOFF,NJ
131,10451,BRONX,NY
132,10452,BRONX,NY
133,10452,HIGHBRIDGE,NY
134,10452,STADIUM,NY
135,10452,UNIVERSITY HEIGHTS,NY
136,10453,BRONX,NY
137,10454,BRONX,NY
138,10454,MOTT HAVEN,NY
139,10455,BRONX,NY
140,10455,HUB,NY
141,10456,BRONX,NY
142,10456,MORRISANIA,NY
143,10457,BRONX,NY
144,10458,BRONX,NY
145,10459,BRONX,NY
146,10459,BOULEVARD,NY
147,10459,LONGWOOD,NY
148,10460,BRONX,NY
149,10460,CROTONA PARK,NY
150,10460,WEST FARMS,NY
151,10461,BRONX,NY
152,10461,MORRIS PARK,NY
153,10461,PILGRIM,NY
154,10461,WESTCHESTER,NY
155,10462,BRONX,NY
156,10463,BRONX,NY
157,10463,RIVERDALE,NY
158,10463,SPUYTEN DUYVIL,NY
159,10464,BRONX,NY
160,10465,BRONX,NY
161,10465,THROGGS NECK,NY
162,10466,BRONX,NY
163,10466,WAKEFIELD,NY
164,10467,BRONX,NY
165,10467,ALLERTON,NY
166,10467,MOSHOLU,NY
167,10467,VAN COTT,NY
168,10467,WILLIAMSBRIDGE,NY
169,10468,BRONX,NY
170,10468,JEROME,NY
171,10469,BRONX,NY
172,10469,BAYCHESTER,NY
173,10469,ESPLANADE,NY
174,10469,HILLSIDE,NY
175,10470,BRONX,NY
176,10471,BRONX,NY
177,10471,RIVERDALE,NY
178,10472,BRONX,NY
179,10473,BRONX,NY
180,10474,BRONX,NY
181,10474,BOULEVARD,NY
182,10475,BRONX,NY
183,10499,BRONX,NY
184,10499,PRIORITY MAIL CTR,NY
185,10001,NEW YORK,NY
186,10001,EMPIRE STATE,NY
187,10001,G P O,NY
188,10001,GREELEY SQUARE,NY
189,10001,MACYS FINANCE,NY
190,10001,MANHATTAN,NY
191,10002,NEW YORK,NY
192,10002,KNICKERBOCKER,NY
193,10002,MANHATTAN,NY
194,10002,NEW YORK CITY,NY
195,10002,NY,NY
196,10002,NY CITY,NY
197,10002,NYC,NY
198,10003,NEW YORK,NY
199,10003,COOPER,NY
200,10003,MANHATTAN,NY
201,10004,NEW YORK,NY
202,10004,BOWLING GREEN,NY
203,10005,NEW YORK,NY
204,10005,WALL STREET,NY
205,10005,MANHATTAN,NY
206,10005,NYC,NY
207,10006,NEW YORK,NY
208,10006,TRINITY,NY
209,10006,MANHATTAN,NY
210,10006,NYC,NY
211,10007,NEW YORK,NY
212,10007,CHURCH STREET,NY
213,10007,MANHATTAN,NY
214,10007,NYC,NY
215,10008,NEW YORK,NY
216,10008,MANHATTAN,NY
217,10008,NYC,NY
218,10009,NEW YORK,NY
219,10009,MANHATTAN,NY
220,10009,NYC,NY
221,10009,PETER STUYVESANT,NY
222,10010,NEW YORK,NY
223,10010,MADISON SQUARE STA,NY
224,10010,MANHATTAN,NY
225,10010,NYC,NY
226,10011,NEW YORK,NY
227,10012,NEW YORK,NY
228,10012,PRINCE,NY
229,10012,MANHATTAN,NY
230,10012,NY CITY,NY
231,10012,NYC,NY
232,10013,NEW YORK,NY
233,10013,CANAL STREET,NY
234,10013,CHINATOWN,NY
235,10013,MANHATTAN,NY
236,10013,NYC,NY
237,10014,NEW YORK,NY
238,10014,MANHATTAN,NY
239,10014,NYC,NY
240,10016,NEW YORK,NY
241,10016,MANHATTAN,NY
242,10016,NYC,NY
243,10017,NEW YORK,NY
244,10017,GRAND CENTRAL,NY
245,10017,MANHATTAN,NY
246,10017,NYC,NY
247,10018,NEW YORK,NY
248,10018,MANHATTAN,NY
249,10018,NYC,NY
250,10019,NEW YORK,NY
251,10019,MANHATTAN,NY
252,10019,NYC,NY
253,10020,NEW YORK,NY
254,10020,MANHATTAN,NY
255,10020,NYC,NY
256,10021,NEW YORK,NY
257,10021,MANHATTAN,NY
258,10021,NYC,NY
259,10022,NEW YORK,NY
260,10022,FRANKLIN D ROOSEVELT,NY
261,10022,MANHATTAN,NY
262,10022,NYC,NY
263,10023,NEW YORK,NY
264,10023,MANHATTAN,NY
265,10023,NYC,NY
266,10024,NEW YORK,NY
267,10024,MANHATTAN,NY
268,10024,NYC,NY
269,10024,PLANETARIUM,NY
270,10025,NEW YORK,NY
271,10025,MANHATTAN,NY
272,10025,NYC,NY
273,10026,NEW YORK,NY
274,10026,MORNINGSIDE,NY
275,10026,NYC,NY
276,10027,NEW YORK,NY
277,10027,MANHATTAN,NY
278,10027,MANHATTANVILLE,NY
279,10027,NY CITY,NY
280,10027,NYC,NY
281,10028,NEW YORK,NY
282,10028,MANHATTAN,NY
283,10028,NYC,NY
284,10029,NEW YORK,NY
285,10029,MANHATTAN,NY
286,10029,NYC,NY
287,10030,NEW YORK,NY
288,10030,COLLEGE,NY
289,10030,MANHATTAN,NY
290,10030,NYC,NY
291,10031,NEW YORK,NY
292,10031,HAMILTON GRANGE,NY
293,10031,MANHATTAN,NY
294,10031,NYC,NY
295,10032,NEW YORK,NY
296,10032,MANHATTAN,NY
297,10032,NYC,NY
298,10033,NEW YORK,NY
299,10033,MANHATTAN,NY
300,10033,NYC,NY
301,10033,WASHINGTON BRIDGE,NY
302,10034,NEW YORK,NY
303,00612,PARC RODRIGUEZ OLMO,PR
304,00612,PARQ DE JARDINES,PR
305,00612,PASEOS REALES,PR
306,00612,REPTO MARQUEZ,PR
307,00612,REPTO SAN JOSE,PR
308,00612,REPTO SAN JUAN,PR
309,00612,SECT ABRA,PR
310,00612,SECT EL CANO,PR
311,00612,SECT LAS ANIMAS,PR
312,00612,SECT MUELLE,PR
313,00612,URB ARECIBO GDNS,PR
314,00612,URB COLLEGE PARK IV,PR
315,00612,URB COSTAS DEL ATLANTICO,PR
316,00612,URB EL PARAISO,PR
317,00612,URB FACTOR,PR
318,00612,URB GARCIA,PR
319,00612,URB GARDEN VIEW,PR
320,00612,URB LA MUCURA,PR
321,00612,URB LAS BRISAS,PR
322,00612,URB LOS LLANOS,PR
323,00612,URB LOS PINOS,PR
324,00612,URB LOS PINOS II,PR
325,00612,URB MARISOL,PR
326,00612,URB MARTELL,PR
327,00612,URB OCEAN VW,PR
328,00612,URB RADIOVILLE,PR
329,00612,URB REGIONAL,PR
330,00612,URB SAN DANIEL,PR
331,00612,URB SAN FELIPE,PR
332,00612,URB SAN LORENZO,PR
333,00612,URB TANAMA,PR
334,00612,URB UNIVERSITY GDNS,PR
335,00612,URB VICTOR ROJAS 1,PR
336,00612,URB VICTOR ROJAS 2,PR
337,00612,URB VILLAMAR,PR
338,00612,URB ZENO GANDIA,PR
339,00612,VALLE ESCONDIDO,PR
340,00612,VILLA LOS SANTOS,PR
341,00612,VILLA LUCIA,PR
342,00612,VILLA SERENA,PR
343,00612,VILLA TOLEDO,PR
344,00612,VILLAS DEL CAPITAN,PR
345,00612,VILLAS DEL SOL,PR
346,00612,VISTA AZUL,PR
347,00612,VISTA DEL ATLANTICO,PR
348,00613,ARECIBO,PR
349,00614,ARECIBO,PR
350,00714,ARROYO,PR
351,00714,EXT JARD DE ARROYO,PR
352,00714,JARD DE ARROYO,PR
353,00714,JARD DE LAFAYETTE,PR
354,00714,PARQ DE GUASIMAS,PR
355,00714,QTAS DE GUASIMA,PR
356,00714,REPTO BELLO MAR,PR
357,00714,URB ARROYO DEL MAR,PR
358,00714,URB BELINDA,PR
359,00714,URB LAS 500,PR
360,00714,URB MIRAMAR 1,PR
361,00714,URB PALMAR 2,PR
362,00714,URB SAN ANTONIO,PR
363,00714,VILLAS DE LAFAYETTE,PR
364,00616,BAJADERO,PR
365,00616,BRISAS DEL VALLE,PR
366,00617,BARCELONETA,PR
367,00617,BDA CATALANA,PR
368,00617,BRISAS DE LLANADAS,PR
369,00617,BRISAS DEL MONTE,PR
370,00617,EST DE BARCELONETA,PR
371,00617,EST DE FLORIDA,PR
372,00617,EXT EST DE IMBERY,PR
373,00617,EXT PARC PUNTA PALMAS,PR
374,00617,PARC GARROCHALES,PR
375,00617,PARC IMBERY,PR
376,00617,PARC MAGUEYES,PR
377,00617,PARC PALENQUE,PR
378,00617,PARC PUNTA PALMAS,PR
379,00617,PARC TIBURON,PR
380,00617,REPTO LAS LLANADAS,PR
381,00617,URB CATALUNA,PR
382,00617,URB CIMARRONA CT,PR
383,00617,URB LAS DELICIAS,PR
384,00617,URB LAS PRADERAS,PR
385,00617,URB ORTEGA,PR
386,00617,URB PLAZUELA ESTATES,PR
387,00617,URB SOL NACIENTE,PR
388,00617,VILLA BARCELONA,PR
389,00617,VILLA CENTRAL,PR
390,00617,VILLA GEORGETTI,PR
391,00617,VILLAS DE LA SABANA,PR
392,00794,BARRANQUITAS,PR
393,00794,BDA ALEMANIA,PR
394,00794,URB SAN CRISTOBAL,PR
395,00794,VISTAS DE MONTECIELO,PR
396,00622,BOQUERON,PR
397,00622,VILLA TAINA,PR
398,00623,CABO ROJO,PR
399,00623,ALTS DE JOYUDA,PR
400,00623,ALTS DEL MAR,PR
401,00623,BO BALLAJA,PR
402,00623,BO MONTE GRANDE,PR
403,00623,EST DE MIRAMAR,PR
404,00623,EST REALES,PR
405,00623,EXT ELIZABETH,PR
406,00623,EXT LA CONCEPCION,PR
407,00623,EXT PARC ELIZABETH,PR
408,00623,EXT SIERRA LINDA,PR
409,00623,HACIENDAS DE BELVEDERE,PR
410,00623,HACIENDAS DE CABO ROJO,PR
411,00623,HACIENDAS DE MIRAMAR,PR
412,00623,JARD DEL PUERTO,PR
413,00623,MANS DE CABO ROJO,PR
414,00623,MANSIONES,PR
415,00623,PARC BETANCES,PR
416,00623,PARC ELIZABETH,PR
417,00623,PARC LAS MARGARITAS,PR
418,00623,PARC LAS 35,PR
419,00623,PARC PUERTO REAL,PR
420,00623,QTAS DE CABO ROJO,PR
421,00623,REPTO MIRADERO,PR
422,00623,REPTO OLIVERAS,PR
423,00623,URB ALTA VISTA,PR
424,00623,URB ANA MARIA,PR
425,00623,URB BORINQUEN,PR
426,00623,URB EL RETIRO,PR
427,00623,URB ELIZABETH,PR
428,00623,URB KOFRESI,PR
429,00623,URB LA CONCEPCION,PR
430,00623,URB MONTE GRANDE,PR
431,00623,URB MONTESOL,PR
432,00623,URB RAMIREZ,PR
433,00623,URB REMANSO DE CABO ROJO,PR
434,00623,URB SAN MIGUEL,PR
435,00623,URB SIERRA LINDA,PR
436,00623,VILLA AIDA,PR
437,00623,VILLA DEL CARMEN,PR
438,00623,VILLA LUISA,PR
439,00623,VILLAS DE PLAN BONITO,PR
440,00725,CAGUAS,PR
441,00725,ALT DE CAGUAS,PR
442,00725,ALT DEL TURABO,PR
443,00725,BDA MORALES,PR
444,00725,BOSQUES DE LA SIERRA,PR
445,00725,BRISAS DEL PARQUE I,PR
446,00725,BRISAS DEL PARQUE II,PR
447,00725,EST EL VERDE,PR
448,00725,EXT CAGUAX,PR
449,00725,EXT EL VERDE,PR
450,00725,EXT LA GRANJA,PR
451,00725,EXT VILLA BLANCA,PR
452,00725,HACIENDA BORINQUEN,PR
453,00725,JARD PLA,PR
454,00725,LOMAS DE LA SERRANIA,PR
455,00725,PARQ LAS MERCEDES,PR
456,00725,PASEO DEL RIO,PR
457,00725,QTAS DE SAN LUIS 1,PR
458,00725,QTAS DE SAN LUIS 2,PR
459,00725,QTAS DE VILLA BLANCA,PR
460,00725,REPTO CAGUAX,PR
461,00725,REPTO SOLANO,PR
462,00725,RES BAIROA,PR
463,00725,TERR DE BORINQUEN,PR
464,00725,URB BALCONES LAS CATALINAS,PR
465,00725,URB BATISTA,PR
466,00725,URB BILLY SUAREZ,PR
467,00725,URB BONNEVILLE GDNS,PR
468,00725,URB BONNEVILLE TERR,PR
469,00725,URB BORINQUEN VALLEY,PR
470,00725,URB BROOKLYN,PR
471,00725,URB BUNKER,PR
472,00725,URB CAGUAS MILENIO,PR
473,00725,URB CAGUAS NORTE,PR
474,00725,URB CARIBE GDNS,PR
475,00725,URB CONDADO MODERNO,PR
476,00725,URB CONDADO VIEJO,PR
477,00725,URB EL RETIRO,PR
478,00725,URB EL RINCON DE LA SERRANIA,PR
479,00725,URB EL VERDE,PR
480,00725,URB GRILLO,PR
481,00725,URB JOSE DELGADO,PR
482,00725,URB JOSE MERCADO,PR
483,00725,URB LA GRANJA,PR
484,00725,URB LA MESETA,PR
485,00725,URB MACHIN,PR
486,00725,URB MARIOLGA,PR
487,00725,URB MONTICIELO,PR
488,00725,URB MYRLENA,PR
489,00725,URB NAZARIO,PR
490,00725,URB NOTRE DAME,PR
491,00725,URB PARADISE,PR
492,00725,URB SAN ALFONSO,PR
493,00725,URB SAN ANTONIO,PR
494,00725,URB SAN MARCOS,PR
495,00725,URB SAN PEDRO EST,PR
496,00725,URB SAN RAFAEL,PR
497,00725,URB SANTA CECILIA,PR
498,00725,URB SANTA ELVIRA,PR
499,00725,URB SANTA JUANA,PR
500,00725,URB SANTA JUANA 2,PR
501,00725,URB SANTA JUANA 3,PR
502,00725,URB SANTA JUANA 4,PR
503,00725,URB SANTA ROSA,PR
504,00725,URB SANTO DOMINGO,PR
505,00725,URB VERDE SUR,PR
506,00725,VALLE DE SAN LUIS,PR
507,00725,VALLES DEL LAGO,PR
508,00725,VILLA BLANCA,PR
509,00725,VILLA BORINQUEN,PR
510,00725,VILLA CARMEN,PR
511,00725,VILLA DE CASTRO,PR
512,00725,VILLA DEL REY 1,PR
513,00725,VILLA DEL REY 2,PR
514,00725,VILLA GUADALUPE,PR
515,00725,VILLA LAS MERCEDES,PR
516,00725,VILLA LOS CRIOLLOS,PR
517,00725,VILLA MARIA,PR
518,00725,VILLA TURABO,PR
519,00725,VILLA VICTORIA,PR
520,00725,VILLAS DE RIO VERDE,PR
521,00725,VILLAS DEL RIO VERDE,PR
522,00726,CAGUAS,PR
523,00727,CAGUAS,PR
524,00727,ALT DE LA FUENTE,PR
525,00727,ALT VILLA DEL REY,PR
526,00727,BOSQUE VERDE,PR
527,00727,CHALETS DE BAIROA,PR
528,00727,CIUDAD JARDIN DE BAIROA,PR
529,00727,EST DE BAIROA,PR
530,00727,EST DEGETAU,PR
531,00727,EST DEL TURABO,PR
532,00727,HACIENDA SAN JOSE,PR
533,00727,JARD DE CAGUAS,PR
534,00727,MANS DE CIUDAD JARDIN BAIROA,PR
535,00727,MANS EL PARAISO,PR
536,00727,PARQ DEL MONTE,PR
537,00727,PARQ DEL MONTE 2,PR
538,00727,PARQ DEL RIO,PR
539,00727,PARQ LAS HACIENDAS,PR
540,00727,REPTO SAN JOSE,PR
541,00727,SECT ALTOS DE LA FUENTE,PR
542,00727,URB ALTOMONTE,PR
543,00727,URB ALTOS DE LA FUENTE,PR
544,00727,URB ARBOLADA,PR
545,00727,URB BAIROA GOLDEN GATE II,PR
546,00727,URB BAIROA GOLDEN GATES,PR
547,00727,URB BAIROA PARK,PR
548,00727,URB BONNEVILLE HTS,PR
549,00727,URB BONNEVILLE MANOR,PR
550,00727,URB BONNEVILLE VLY,PR
551,00727,URB DIAMOND VLG,PR
552,00727,URB EL VALLE,PR
553,00727,URB IDAMARIS GDNS,PR
554,00727,URB ISLABELLA,PR
555,00727,URB LA RESERVA,PR
556,00727,URB LAS NUBES,PR
557,00727,URB MIRADOR DE BAIROA,PR
558,00727,URB PALMAS DEL TURABO,PR
559,00727,URB TERRALINDA,PR
560,00727,URB TURABO GDNS,PR
561,00727,VALLE TOLIMA,PR
562,00727,VALLE VERDE,PR
563,00727,VILLA CALIZ,PR
564,00727,VILLA DEL REY 3,PR
565,00727,VILLA DEL REY 4,PR
566,00727,VILLA DEL REY 5,PR
567,00727,VILLA ESPERANZA,PR
568,00727,VILLA HERMOSA,PR
569,00727,VILLA NUEVA,PR
570,00627,CAMUY,PR
571,00627,ALTS EL MAESTRO,PR
572,00627,SECT PENA,PR
573,00627,URB DEL CARMEN,PR
574,00627,URB LAS VEREDAS,PR
575,00627,URB LINDA VISTA,PR
576,00627,VISTAS DE CAMUY,PR
577,00729,CANOVANAS,PR
578,00729,BRISAS DE CANOVANAS,PR
579,00729,BRISAS DE LOIZA,PR
580,00729,CIUDAD JARDIN DE CANOVANAS,PR
581,00729,EST DEL RIO,PR
582,00729,EXT VILLAS DE LOIZA,PR
583,00729,HACIENDAS DE CANOVANAS,PR
584,00729,JARD DE CANOVANAS,PR
585,00729,JARD DE PALMAREJO,PR
586,00729,PARC CENTRAL,PR
587,00729,PARC MONTEVERDE,PR
588,00729,PARC SAN ISIDRO,PR
589,00729,PARC VILLA DELICIAS,PR
590,00729,QTAS DE CANOVANAS,PR
591,00729,QTAS JARD DE PARMAREJO,PR
592,00729,URB COUNTRY VIEW,PR
593,00729,URB DEL PILAR,PR
594,00729,URB LAS HACIENDAS CANOVANAS,PR
595,00729,URB LAS VEGAS,PR
596,00729,URB LOIZA VALLEY,PR
597,00729,URB LOS EUCALIPTOS,PR
598,00729,URB PUEBLO INDIO,PR
599,00729,URB RIVER GDNS,PR
600,00729,URB RIVER PLANTATION,PR
601,00729,URB RIVER VALLEY,PR
602,00729,URB RIVER VALLEY PK,PR
603,00729,URB TOWN PK,PR
604,00729,URB USUBAL,PR
605,00729,VILLAS DE LOIZA,PR
606,00729,VILLAS DEL ESTE,PR
607,00729,VILLAS DORADAS,PR
608,00979,CAROLINA,PR
609,00979,EXT VILLAMAR,PR
610,00979,ISLA VERDE,PR
611,00979,PARQ DE ISLA VERDE,PR
612,00979,URB ATLANTIC VIEW,PR
613,00979,URB BIASCOCHEA,PR
614,00979,URB CAPE SEA VLG,PR
615,00979,URB LA MARINA,PR
616,00979,URB LOS ANGELES,PR
617,00979,URB PALMAR NORTE,PR
618,00979,URB PALMAR SUR,PR
619,00979,URB VILLAMAR,PR
620,00979,VILLA LA MARINA,PR
621,00981,CAROLINA,PR
622,00981,ISLA VERDE,PR
623,00982,CAROLINA,PR
624,00982,ALT DE VILLA FONTANA,PR
625,00982,ISLA VERDE,PR
626,00982,QTAS DE COUNTRY CLUB,PR
627,00982,URB COUNTRY CLUB,PR
628,00982,URB EL COMANDANTE,PR
629,00982,VILLA FLORES,PR
630,00983,CAROLINA,PR
631,00983,ISLA VERDE,PR
632,00983,JARD DE COUNTRY CLUB,PR
633,00983,LA CERAMICA IND PARK,PR
634,00983,MANS DE VISTAMAR MARINA,PR
635,00983,URB BAHIA VISTAMAR,PR
636,00983,URB CASTELLANA GDN,PR
637,00983,URB CLUB COSTA MARINA 1,PR
638,00983,URB CLUB COSTA MARINA 2,PR
639,00983,URB EDUARDO J SALDANA,PR
640,00983,URB SABANA GDNS,PR
641,00983,URB VISTAMAR,PR
642,00983,URB VISTAMAR MARINA,PR
643,00983,VALLE ARRIBA HTS,PR
644,00983,VILLA ASTURIAS,PR
645,00983,VILLA FONTANA,PR
646,00983,VILLA FONTANA PK,PR
647,00983,VILLA VENECIA,PR
648,00984,CAROLINA,PR
649,00985,CAROLINA,PR
650,00985,BDA BUENA VISTA,PR
651,00985,BO BUENA VISTA,PR
652,00985,BO VILLA CARIDAD,PR
653,00985,BO VILLA ESPERANZA,PR
654,00985,BO VILLA JUSTICIA,PR
655,00985,EST DE SAN FERNANDO,PR
656,00985,ISLA VERDE,PR
657,00985,JARD DE BORINQUEN,PR
658,00985,JARD DE BUENA VISTA,PR
659,00985,URB JOSE S QUINONES,PR
660,00985,URB ROSA MARIA,PR
661,00985,VILLA CAROLINA,PR
662,00985,VILLA COOPERATIVA,PR
663,00985,VILLAS DEL SOL,PR
664,00986,CAROLINA,PR
665,00987,CAROLINA,PR
666,00987,ALT DE PARQ ECUESTRE,PR
667,00987,BO BUENAVENTURA,PR
668,00987,BO COLO,PR
669,00987,BO MARTIN GONZALEZ,PR
670,00987,BRISAS DE METROPOLIS,PR
671,00987,CIUDAD CENTRAL II,PR
672,00987,CIUDAD CENTRO,PR
673,00987,CIUDAD JARDIN,PR
674,00987,EST DEL PARQUE,PR
675,00987,EXT PARQ ECUESTRE,PR
676,00987,HACIENDA REAL,PR
677,00987,ISLA VERDE,PR
678,00987,JARD DE CAROLINA,PR
679,00987,LOMA ALTA,PR
680,00987,LOMAS DE CAROLINA,PR
681,00987,MANS DE CAROLINA,PR
682,00987,PARQ ECUESTRE,PR
683,00987,PARQ IND JN MATOS,PR
684,00987,PASEO DE LA ALHAMBRA,PR
685,00987,PASEO DEL PRADO,PR
686,00987,QTAS DE CAMPECHE,PR
687,00987,TERRS DE CAROLINA,PR
688,00987,URB CAROLINA ALTA,PR
689,00987,URB COLINITAS DE CACAO,PR
690,00987,URB LOS ARBOLES,PR
691,00987,URB LOS CACIQUES,PR
692,00987,URB LOS COLOBOS,PR
693,00987,URB METROPOLIS,PR
694,00987,URB MOUNTAIN VW,PR
695,00987,URB PARAISO DE CAROLINA,PR
696,00987,URB REMANZO TAINO,PR
697,00987,URB ROLLING HLS,PR
698,00987,VALLE ESCONDIDO,PR
699,00987,VILLA DE SAN ANTON,PR
700,00987,VILLA DEL MADRIGAL,PR
701,00988,CAROLINA,PR
702,00736,CAYEY,PR
703,00736,BDA BUENA VISTA,PR
704,00736,BDA CANTERA,PR
705,00736,BDA NUEVA,PR
706,00736,BDA POLVORIN,PR
707,00736,BDA VIEQUES,PR
708,00736,BO BEATRIZ,PR
709,00736,BO CARITE,PR
710,00736,BO CEDRO,PR
711,00736,BO FARALLON,PR
712,00736,BO GUAVATE,PR
713,00736,BO LAS PARRAS,PR
714,00736,BO MOGOTE,PR
715,00736,BO MONTELLANO,PR
716,00736,BO VEGAS,PR
717,00736,CHALETS LAS MUESAS,PR
718,00736,COLINAS DE CAYEY,PR
719,00736,COMUNIDAD SAN TOMAS,PR
720,00736,EST DE LAS BRUMAS,PR
721,00736,EST DE MONTE RIO,PR
722,00736,HACIENDA VISTAS DEL PLATA,PR
723,00736,JARD DE CAYEY,PR
724,00736,JARD DEL CARIBE,PR
725,00736,MANS DE LOS CEDROS,PR
726,00736,MANS MONTE VERDE,PR
727,00736,PARC EL POLVORIN,PR
728,00736,PASEO DE LAS BRUMAS,PR
729,00736,REPTO ANA LUISA,PR
730,00736,REPTO MONTELLANO,PR
731,00736,SECT SANCHEZ,PR
732,00736,URB APONTE,PR
733,00736,URB BOSCH,PR
734,00736,URB CARRASQUILLO,PR
735,00736,URB EL REMANSO,PR
736,00736,URB EL ROCIO,PR
737,00736,URB EL TORITO,PR
738,00736,URB FULLANA,PR
739,00736,URB LA PLANICIE,PR
740,00736,URB LA PLATA,PR
741,00736,URB LAS MUESAS,PR
742,00736,URB MINIMA,PR
743,00736,URB MIRADOR ECHEVARRI,PR
744,00736,URB MIRADOR UNIVERSITARIO,PR
745,00736,URB SAN CRISTOBAL,PR
746,00736,URB SAN MARTIN,PR
747,00736,VALLE ALTO,PR
748,00736,VILLA VERDE,PR
749,00737,CAYEY,PR
750,00735,CEIBA,PR
751,00735,ROOSEVELT RDS,PR
752,00735,ROOSEVELT ROADS,PR
753,00735,BRISAS DE CEIBA,PR
