id,Product ID,Postal Code,Date,Sales,Units,State
7574,40,14210,1/2/13,582,61,New York
99321,16,14220,1/2/13,154,8,New York
79336,40,15279,1/2/13,303,51,Pennsylvania
2695,36,20073,1/2/13,157,29,District of Columbia
46443,36,20099,1/2/13,792,69,District of Columbia
63032,13,20310,1/2/13,609,91,District of Columbia
77094,12,20425,1/2/13,402,31,District of Columbia
32863,42,20546,1/2/13,230,94,District of Columbia
56580,51,21282,1/2/13,139,69,Maryland
78325,40,23324,1/2/13,842,4,Virginia
60847,31,27150,1/2/13,162,26,North Carolina
19450,33,27455,1/2/13,174,84,North Carolina
66753,18,27690,1/2/13,690,84,North Carolina
58691,18,29424,1/2/13,519,88,South Carolina
24393,31,29805,1/2/13,587,45,South Carolina
27993,42,32891,1/2/13,694,26,Florida
65701,15,33064,1/2/13,826,60,Florida
77828,12,33694,1/2/13,243,47,Florida
95536,31,33963,1/2/13,998,37,Florida
3801,35,34611,1/2/13,566,85,Florida
62291,15,36125,1/2/13,890,71,Alabama
24665,33,36205,1/2/13,221,79,Alabama
41572,18,37416,1/2/13,183,22,Tennessee
12559,31,43284,1/2/13,813,65,Ohio
54548,40,43699,1/2/13,785,86,Ohio
27189,35,44105,1/2/13,285,38,Ohio
10047,32,45208,1/2/13,470,15,Ohio
14924,13,45254,1/2/13,712,62,Ohio
5538,31,46825,1/2/13,745,11,Indiana
99050,31,48217,1/2/13,537,88,Michigan
42176,32,48224,1/2/13,705,40,Michigan
69625,32,55585,1/2/13,135,31,Minnesota
87950,38,57188,1/2/13,377,2,South Dakota
31683,34,59105,1/2/13,642,89,Montana
13431,17,60630,1/2/13,288,70,Illinois
84145,16,60652,1/2/13,395,34,Illinois
98575,16,60691,1/2/13,301,69,Illinois
49726,16,62723,1/2/13,350,19,Illinois
3007,33,65110,1/2/13,906,79,Missouri
22532,18,68197,1/2/13,491,13,Nebraska
74886,17,70129,1/2/13,717,49,Louisiana
9124,17,70183,1/2/13,242,17,Louisiana
34507,36,70820,1/2/13,222,97,Louisiana
63950,43,73104,1/2/13,622,39,Oklahoma
54088,10,76121,1/2/13,583,29,Texas
53580,32,76544,1/2/13,713,59,Texas
26458,18,76905,1/2/13,657,34,Texas
54973,37,77223,1/2/13,460,1,Texas
30375,15,78291,1/2/13,620,91,Texas
10131,31,78296,1/2/13,740,45,Texas
49094,36,78475,1/2/13,543,72,Texas
35945,17,78789,1/2/13,777,19,Texas
87876,32,79911,1/2/13,355,97,Texas
8551,33,79955,1/2/13,334,69,Texas
9240,34,84130,1/2/13,569,7,Utah
94049,38,84199,1/2/13,882,59,Utah
31689,35,85040,1/2/13,577,11,Arizona
21036,18,85754,1/2/13,782,51,Arizona
4154,19,87190,1/2/13,986,56,New Mexico
55956,31,88589,1/2/13,794,23,Texas
25372,14,91406,1/2/13,918,2,California
53549,17,92145,1/2/13,128,28,California
83712,14,92415,1/2/13,433,35,California
21617,15,94089,1/2/13,849,47,California
72974,32,98115,1/2/13,275,23,Washington
96481,17,8922,1/3/13,375,43,New Jersey
93913,12,11247,1/3/13,223,4,New York
80673,38,12222,1/3/13,308,29,New York
80018,36,12227,1/3/13,202,51,New York
30482,19,12247,1/3/13,600,97,New York
16515,21,15906,1/3/13,198,71,Pennsylvania
40270,19,19120,1/3/13,575,93,Pennsylvania
7498,18,19141,1/3/13,135,61,Pennsylvania
7956,20,19196,1/3/13,821,10,Pennsylvania
12175,36,20099,1/3/13,406,16,District of Columbia
56959,17,20540,1/3/13,495,35,District of Columbia
96135,19,20580,1/3/13,505,76,District of Columbia
21008,39,23459,1/3/13,656,30,Virginia
55192,13,24004,1/3/13,549,100,Virginia
66350,36,24503,1/3/13,628,55,Virginia
33801,37,27105,1/3/13,896,67,North Carolina
76302,35,27415,1/3/13,845,97,North Carolina
93706,15,29610,1/3/13,905,70,South Carolina
75914,16,30336,1/3/13,732,20,Georgia
888,49,33283,1/3/13,118,70,Florida
43713,13,33742,1/3/13,704,15,Florida
95954,3,35242,1/3/13,745,57,Alabama
90592,18,36622,1/3/13,264,53,Alabama
87751,7,37235,1/3/13,276,38,Tennessee
61907,21,38126,1/3/13,779,42,Tennessee
56050,56,39505,1/3/13,292,65,Mississippi
41113,44,40586,1/3/13,644,40,Kentucky
50811,21,41905,1/3/13,152,62,Kentucky
7172,13,43231,1/3/13,146,4,Ohio
88395,36,43605,1/3/13,985,52,Ohio
77867,37,45233,1/3/13,353,30,Ohio
81721,13,48211,1/3/13,808,17,Michigan
48939,37,48919,1/3/13,775,84,Michigan
58010,18,49018,1/3/13,926,65,Michigan
19403,19,50315,1/3/13,332,86,Iowa
75151,46,50330,1/3/13,578,54,Iowa
72797,19,53277,1/3/13,315,56,Wisconsin
7522,19,55448,1/3/13,276,76,Minnesota
86118,42,55572,1/3/13,601,48,Minnesota
59822,19,58106,1/3/13,850,47,North Dakota
97981,15,61709,1/3/13,291,4,Illinois
3380,17,66105,1/3/13,432,34,Kansas
48415,21,67220,1/3/13,544,28,Kansas
19865,21,73109,1/3/13,603,2,Oklahoma
72509,21,74108,1/3/13,127,67,Oklahoma
19199,38,76011,1/3/13,837,76,Texas
14130,19,77095,1/3/13,796,26,Texas
31593,9,78291,1/3/13,384,49,Texas
31665,20,79452,1/3/13,276,82,Texas
91363,48,79999,1/3/13,662,100,Texas
46094,19,80005,1/3/13,959,73,Colorado
78156,20,85062,1/3/13,359,25,Arizona
66835,21,85748,1/3/13,390,86,Arizona
18063,19,87110,1/3/13,831,30,New Mexico
27001,37,88006,1/3/13,470,89,New Mexico
95775,16,88569,1/3/13,413,56,Texas
84711,36,89135,1/3/13,149,21,Nevada
83240,38,91199,1/3/13,933,19,California
76031,17,91797,1/3/13,712,43,California
29326,38,92883,1/3/13,562,21,California
41170,18,94154,1/3/13,752,65,California
330,15,96805,1/3/13,929,98,Hawaii
36708,19,98008,1/3/13,162,88,Washington
89909,21,98481,1/3/13,494,87,Washington
27302,37,1105,1/4/13,891,25,Massachusetts
61944,36,2216,1/4/13,345,88,Massachusetts
49009,22,2458,1/4/13,264,78,Massachusetts
60584,26,6922,1/4/13,559,72,Connecticut
39314,41,11854,1/4/13,395,20,New York
52382,18,13224,1/4/13,960,43,New York
64638,30,14263,1/4/13,507,4,New York
96581,30,14652,1/4/13,927,87,New York
11421,10,17121,1/4/13,283,57,Pennsylvania
38204,30,17622,1/4/13,185,7,Pennsylvania
23068,12,19120,1/4/13,660,31,Pennsylvania
2086,25,19810,1/4/13,454,72,Delaware
74665,27,20067,1/4/13,999,61,District of Columbia
76896,36,20073,1/4/13,309,73,District of Columbia
70791,10,20215,1/4/13,883,30,District of Columbia
20150,45,20220,1/4/13,413,65,District of Columbia
5195,29,20430,1/4/13,943,17,District of Columbia
73334,37,20430,1/4/13,702,83,District of Columbia
74536,28,20580,1/4/13,985,73,District of Columbia
86299,34,20599,1/4/13,176,70,District of Columbia
78719,19,20892,1/4/13,534,100,Maryland
99111,26,22156,1/4/13,381,70,Virginia
27790,35,22908,1/4/13,327,77,Virginia
13425,19,23225,1/4/13,698,85,Virginia
49246,24,24048,1/4/13,790,71,Virginia
64898,26,25321,1/4/13,159,68,West Virginia
3863,33,25711,1/4/13,185,88,West Virginia
86504,27,27264,1/4/13,519,82,North Carolina
85149,27,27455,1/4/13,454,65,North Carolina
44153,28,29225,1/4/13,588,89,South Carolina
88226,36,29319,1/4/13,589,95,South Carolina
96766,17,29505,1/4/13,747,81,South Carolina
20582,18,31106,1/4/13,319,47,Georgia
12695,30,32209,1/4/13,900,100,Florida
83791,33,32230,1/4/13,789,19,Florida
3453,36,32255,1/4/13,987,58,Florida
89575,32,32859,1/4/13,597,60,Florida
39513,22,32964,1/4/13,765,56,Florida
55828,16,33196,1/4/13,429,97,Florida
49931,33,33261,1/4/13,294,40,Florida
34163,10,33315,1/4/13,788,14,Florida
61736,30,33963,1/4/13,801,60,Florida
89320,37,34108,1/4/13,148,28,Florida
318,22,34276,1/4/13,877,50,Florida
2907,28,36610,1/4/13,843,67,Alabama
50830,11,39305,1/4/13,646,2,Mississippi
75159,27,39404,1/4/13,346,68,Mississippi
44849,18,40524,1/4/13,860,47,Kentucky
80136,29,43240,1/4/13,790,85,Ohio
50057,15,43268,1/4/13,552,37,Ohio
79841,23,44105,1/4/13,859,66,Ohio
23384,12,44185,1/4/13,509,87,Ohio
94409,35,45228,1/4/13,587,44,Ohio
36989,17,45296,1/4/13,958,52,Ohio
22115,34,45419,1/4/13,455,61,Ohio
37114,40,45419,1/4/13,484,79,Ohio
86170,34,48092,1/4/13,820,53,Michigan
92900,14,48098,1/4/13,783,19,Michigan
24059,11,50315,1/4/13,382,37,Iowa
94228,20,50315,1/4/13,772,14,Iowa
86419,29,52405,1/4/13,441,86,Iowa
18163,25,55585,1/4/13,694,62,Minnesota
7051,28,60604,1/4/13,276,54,Illinois
10095,24,60697,1/4/13,196,40,Illinois
27307,23,64193,1/4/13,936,55,Missouri
14391,28,66160,1/4/13,745,84,Kansas
16037,33,66205,1/4/13,966,51,Kansas
15222,29,66699,1/4/13,678,58,Kansas
4670,26,68110,1/4/13,625,10,Nebraska
92346,22,68197,1/4/13,419,27,Nebraska
94966,46,70616,1/4/13,758,80,Louisiana
45578,26,70883,1/4/13,155,90,Louisiana
19798,40,73124,1/4/13,236,30,Oklahoma
87050,26,74116,1/4/13,314,99,Oklahoma
43642,27,75342,1/4/13,948,92,Texas
68527,21,76016,1/4/13,824,26,Texas
75141,21,76105,1/4/13,663,49,Texas
28304,31,77090,1/4/13,227,59,Texas
67642,20,77250,1/4/13,227,34,Texas
50003,31,77299,1/4/13,934,19,Texas
15299,29,78426,1/4/13,911,8,Texas
36670,17,78789,1/4/13,292,45,Texas
20764,17,80126,1/4/13,205,45,Colorado
91401,17,81005,1/4/13,545,52,Colorado
95506,3,81010,1/4/13,243,12,Colorado
13305,21,83722,1/4/13,901,66,Idaho
30061,27,85297,1/4/13,111,65,Arizona
58908,27,85311,1/4/13,603,18,Arizona
74329,36,85715,1/4/13,235,11,Arizona
88426,27,85754,1/4/13,717,15,Arizona
93956,38,85754,1/4/13,926,36,Arizona
36763,19,89145,1/4/13,922,56,Nevada
39632,31,89510,1/4/13,571,45,Nevada
31171,36,90810,1/4/13,202,96,California
68115,26,91186,1/4/13,361,35,California
58925,8,92505,1/4/13,967,72,California
64957,35,92619,1/4/13,209,90,California
33574,22,93005,1/4/13,854,8,California
47201,29,93111,1/4/13,242,22,California
72287,26,93386,1/4/13,675,4,California
79675,21,93773,1/4/13,791,44,California
69993,30,94121,1/4/13,713,66,California
27834,31,94230,1/4/13,289,39,California
55454,34,97221,1/4/13,969,69,Oregon
50323,26,97240,1/4/13,814,73,Oregon
76555,30,97405,1/4/13,769,40,Oregon
43745,7,99512,1/4/13,812,66,Alaska
82243,25,99517,1/4/13,358,62,Alaska
29084,17,2905,1/5/13,612,80,Rhode Island
30058,22,6105,1/5/13,834,94,Connecticut
68807,22,11225,1/5/13,976,63,New York
12227,6,20010,1/5/13,656,92,District of Columbia
12458,21,20073,1/5/13,756,32,District of Columbia
46797,19,20719,1/5/13,750,58,Maryland
56345,17,28263,1/5/13,534,38,North Carolina
57014,20,29305,1/5/13,791,77,South Carolina
72227,18,30306,1/5/13,665,81,Georgia
48713,16,31416,1/5/13,253,74,Georgia
75971,21,33153,1/5/13,153,53,Florida
33590,17,33448,1/5/13,461,55,Florida
10950,23,33884,1/5/13,219,57,Florida
86207,5,33906,1/5/13,313,24,Florida
89962,16,34629,1/5/13,759,47,Florida
19394,23,35254,1/5/13,235,17,Alabama
28471,22,35905,1/5/13,792,56,Alabama
5856,22,39296,1/5/13,893,91,Mississippi
60875,18,43284,1/5/13,433,37,Ohio
74887,22,44505,1/5/13,408,82,Ohio
8782,16,45454,1/5/13,604,61,Ohio
58793,16,46634,1/5/13,477,51,Indiana
26316,18,47134,1/5/13,866,55,Indiana
35338,14,50347,1/5/13,100,9,Iowa
50963,19,51105,1/5/13,221,57,Iowa
85446,17,52804,1/5/13,405,27,Iowa
54351,23,53220,1/5/13,318,31,Wisconsin
34030,23,55407,1/5/13,111,93,Minnesota
6108,20,75062,1/5/13,265,78,Texas
22273,23,75277,1/5/13,826,8,Texas
53473,23,79923,1/5/13,353,49,Texas
35605,23,80249,1/5/13,178,47,Colorado
87826,6,84120,1/5/13,395,59,Utah
64224,22,90060,1/5/13,253,47,California
32603,19,91499,1/5/13,922,59,California
21079,23,92115,1/5/13,424,52,California
71370,14,92191,1/5/13,447,82,California
153,18,93094,1/5/13,545,75,California
67591,21,93305,1/5/13,550,79,California
16987,21,93591,1/5/13,712,30,California
22295,20,94913,1/5/13,897,20,California
48945,16,95118,1/5/13,954,18,California
91146,18,96835,1/5/13,699,7,Hawaii
36325,20,99205,1/5/13,685,29,Washington
32882,43,3105,1/6/13,847,43,New Hampshire
46751,37,14652,1/6/13,910,97,New York
83731,36,19897,1/6/13,436,86,Delaware
15760,44,20051,1/6/13,860,81,District of Columbia
73795,36,24009,1/6/13,137,32,Virginia
53227,44,30340,1/6/13,676,93,Georgia
21240,39,31217,1/6/13,969,4,Georgia
81174,45,32891,1/6/13,319,57,Florida
84841,35,35285,1/6/13,136,97,Alabama
85414,39,49018,1/6/13,292,18,Michigan
84406,37,60193,1/6/13,420,44,Illinois
72898,36,63136,1/6/13,512,12,Missouri
59242,40,67210,1/6/13,372,80,Kansas
67262,34,71115,1/6/13,391,70,Louisiana
5897,41,75265,1/6/13,695,29,Texas
69139,38,77554,1/6/13,333,47,Texas
67394,41,93291,1/6/13,401,39,California
50013,41,93907,1/6/13,301,8,California
30363,36,2203,1/7/13,931,84,Massachusetts
17950,31,2208,1/7/13,908,52,Massachusetts
52686,27,2905,1/7/13,612,92,Rhode Island
98070,12,6105,1/7/13,251,73,Connecticut
69195,18,6145,1/7/13,458,32,Connecticut
40764,43,6520,1/7/13,520,30,Connecticut
49894,15,7544,1/7/13,971,60,New Jersey
20406,28,8603,1/7/13,562,32,New Jersey
39892,30,8638,1/7/13,584,38,New Jersey
84686,36,10155,1/7/13,758,92,New York
53215,16,10454,1/7/13,950,32,New York
54330,18,12232,1/7/13,429,9,New York
56186,24,12232,1/7/13,334,26,New York
69586,33,14263,1/7/13,421,82,New York
94342,20,15240,1/7/13,799,100,Pennsylvania
28491,20,16510,1/7/13,843,67,Pennsylvania
42839,18,17605,1/7/13,517,99,Pennsylvania
65026,24,18706,1/7/13,451,6,Pennsylvania
7853,32,20022,1/7/13,832,39,District of Columbia
59498,15,20319,1/7/13,813,50,District of Columbia
88688,27,20409,1/7/13,920,29,District of Columbia
21809,17,20425,1/7/13,424,30,District of Columbia
69794,25,20892,1/7/13,426,98,Maryland
17603,11,23220,1/7/13,233,45,Virginia
14915,20,23459,1/7/13,381,40,Virginia
76033,3,23514,1/7/13,853,30,Virginia
50236,38,24503,1/7/13,563,13,Virginia
73996,28,27264,1/7/13,232,14,North Carolina
80515,33,27610,1/7/13,145,75,North Carolina
6828,22,28256,1/7/13,575,99,North Carolina
29649,37,28256,1/7/13,313,23,North Carolina
33461,22,28278,1/7/13,884,100,North Carolina
98948,14,29215,1/7/13,843,85,South Carolina
46316,27,29305,1/7/13,683,88,South Carolina
32250,24,29319,1/7/13,589,73,South Carolina
55702,39,29625,1/7/13,259,51,South Carolina
99201,10,29905,1/7/13,265,79,South Carolina
28538,26,30245,1/7/13,403,66,Georgia
63421,21,30316,1/7/13,683,8,Georgia
62402,29,32123,1/7/13,839,11,Florida
17734,22,32277,1/7/13,528,5,Florida
5449,21,32835,1/7/13,569,62,Florida
7033,23,32868,1/7/13,211,18,Florida
21565,22,33018,1/7/13,327,30,Florida
11096,24,33064,1/7/13,374,7,Florida
18066,29,33169,1/7/13,717,55,Florida
74114,18,33283,1/7/13,488,8,Florida
5747,36,33345,1/7/13,108,3,Florida
72729,26,33421,1/7/13,852,12,Florida
45235,29,33543,1/7/13,254,68,Florida
22290,25,33972,1/7/13,770,82,Florida
27165,28,34474,1/7/13,527,56,Florida
60682,29,35242,1/7/13,253,54,Alabama
78704,33,35254,1/7/13,898,70,Alabama
36049,25,35279,1/7/13,575,20,Alabama
54145,23,35905,1/7/13,643,23,Alabama
55335,23,36134,1/7/13,603,7,Alabama
72848,19,37605,1/7/13,696,48,Tennessee
51328,30,37665,1/7/13,507,20,Tennessee
50122,35,38131,1/7/13,470,22,Tennessee
29693,25,38136,1/7/13,824,30,Tennessee
46742,33,38181,1/7/13,945,97,Tennessee
17263,17,39236,1/7/13,846,55,Mississippi
10173,32,39236,1/7/13,259,58,Mississippi
39864,15,40280,1/7/13,989,74,Kentucky
21717,23,40586,1/7/13,660,36,Kentucky
62720,26,43204,1/7/13,179,23,Ohio
92761,25,43699,1/7/13,162,69,Ohio
3663,20,44185,1/7/13,999,23,Ohio
38180,32,44329,1/7/13,857,72,Ohio
27771,36,45264,1/7/13,923,52,Ohio
95706,26,45419,1/7/13,586,60,Ohio
48733,31,46278,1/7/13,218,23,Indiana
83815,24,46857,1/7/13,271,19,Indiana
47453,17,46867,1/7/13,916,20,Indiana
66353,25,47725,1/7/13,796,40,Indiana
94017,31,47725,1/7/13,197,44,Indiana
93024,29,48242,1/7/13,532,68,Michigan
48399,27,53263,1/7/13,934,66,Wisconsin
73040,33,55115,1/7/13,392,53,Minnesota
19676,30,55172,1/7/13,178,63,Minnesota
96562,15,55551,1/7/13,860,46,Minnesota
14900,26,60505,1/7/13,311,72,Illinois
32643,25,60630,1/7/13,877,40,Illinois
52401,22,61614,1/7/13,636,40,Illinois
17317,20,64054,1/7/13,773,6,Missouri
917,25,65805,1/7/13,810,17,Missouri
45020,24,66205,1/7/13,579,62,Kansas
83831,23,66220,1/7/13,183,41,Kansas
37146,24,67230,1/7/13,764,96,Kansas
42242,11,68164,1/7/13,595,1,Nebraska
68634,27,68505,1/7/13,869,30,Nebraska
77001,37,70179,1/7/13,675,72,Louisiana
31400,22,70505,1/7/13,958,98,Louisiana
53965,22,73190,1/7/13,863,9,Oklahoma
34892,37,73190,1/7/13,814,16,Oklahoma
3646,26,74108,1/7/13,641,56,Oklahoma
27187,19,75037,1/7/13,958,28,Texas
14044,36,75185,1/7/13,957,76,Texas
20913,23,75246,1/7/13,252,48,Texas
56149,26,75379,1/7/13,603,62,Texas
61464,16,76011,1/7/13,460,68,Texas
63970,19,77005,1/7/13,453,76,Texas
37762,20,77015,1/7/13,677,96,Texas
64420,22,77030,1/7/13,125,19,Texas
50359,39,77060,1/7/13,819,74,Texas
18275,42,78215,1/7/13,387,31,Texas
22440,23,78255,1/7/13,852,39,Texas
58480,25,78405,1/7/13,938,81,Texas
26690,24,78744,1/7/13,125,70,Texas
84473,21,78789,1/7/13,181,23,Texas
68991,42,79182,1/7/13,641,44,Texas
96929,41,79491,1/7/13,171,86,Texas
64049,25,79710,1/7/13,487,78,Texas
677,22,79950,1/7/13,973,19,Texas
93809,25,80241,1/7/13,699,79,Colorado
16597,28,80925,1/7/13,740,53,Colorado
95149,8,80951,1/7/13,168,31,Colorado
37582,21,80951,1/7/13,163,67,Colorado
34960,19,85035,1/7/13,922,55,Arizona
30710,18,85246,1/7/13,598,45,Arizona
51217,22,85311,1/7/13,904,2,Arizona
96654,22,85715,1/7/13,109,75,Arizona
98664,27,85732,1/7/13,810,6,Arizona
68322,33,86305,1/7/13,700,35,Arizona
73854,31,90305,1/7/13,733,53,California
93512,5,91797,1/7/13,555,47,California
93289,28,92030,1/7/13,719,7,California
40803,32,92105,1/7/13,877,99,California
70228,15,92137,1/7/13,615,86,California
32164,36,92883,1/7/13,305,15,California
8150,11,93094,1/7/13,230,21,California
90656,20,93584,1/7/13,789,71,California
44365,39,94064,1/7/13,930,28,California
99052,23,94110,1/7/13,128,60,California
43278,24,94159,1/7/13,175,13,California
89953,28,94286,1/7/13,598,74,California
71688,20,94622,1/7/13,395,43,California
78864,16,95108,1/7/13,284,61,California
15224,32,95298,1/7/13,201,42,California
77321,21,95852,1/7/13,455,18,California
50787,15,95894,1/7/13,430,81,California
35522,40,97240,1/7/13,492,44,Oregon
83502,13,97255,1/7/13,847,24,Oregon
42363,28,97306,1/7/13,974,16,Oregon
463,34,98121,1/7/13,168,87,Washington
18075,18,1114,1/8/13,660,37,Massachusetts
31727,27,2305,1/8/13,715,20,Massachusetts
1756,30,2458,1/8/13,146,18,Massachusetts
39910,26,3105,1/8/13,738,87,New Hampshire
41509,34,6152,1/8/13,400,40,Connecticut
11824,27,7195,1/8/13,234,96,New Jersey
25289,36,10170,1/8/13,515,76,New York
21903,25,10270,1/8/13,585,9,New York
69917,35,10275,1/8/13,160,76,New York
91980,30,11044,1/8/13,554,85,New York
39060,33,11044,1/8/13,856,8,New York
17081,13,11231,1/8/13,310,82,New York
64347,29,11436,1/8/13,988,77,New York
47494,39,11447,1/8/13,262,64,New York
65381,30,14624,1/8/13,225,83,New York
37364,30,16510,1/8/13,699,97,Pennsylvania
32354,43,18706,1/8/13,320,70,Pennsylvania
70134,27,19058,1/8/13,266,53,Pennsylvania
36007,28,20167,1/8/13,488,78,Virginia
82830,25,20244,1/8/13,356,31,District of Columbia
59843,30,20268,1/8/13,324,37,District of Columbia
1816,17,20409,1/8/13,428,23,District of Columbia
13218,28,20540,1/8/13,494,6,District of Columbia
15911,14,22234,1/8/13,967,58,Virginia
39841,29,23459,1/8/13,873,56,Virginia
20959,20,25326,1/8/13,283,13,West Virginia
52881,34,25356,1/8/13,482,56,West Virginia
23628,34,27717,1/8/13,896,83,North Carolina
96438,21,28272,1/8/13,720,54,North Carolina
55646,23,29610,1/8/13,693,42,South Carolina
11442,21,31196,1/8/13,405,4,Georgia
44708,36,31196,1/8/13,222,14,Georgia
75268,29,32204,1/8/13,478,58,Florida
6253,17,32511,1/8/13,266,30,Florida
11416,40,32808,1/8/13,634,84,Florida
64081,20,32868,1/8/13,558,20,Florida
65343,22,33147,1/8/13,722,81,Florida
69889,15,33305,1/8/13,177,7,Florida
18217,25,33405,1/8/13,303,30,Florida
69680,32,33421,1/8/13,666,41,Florida
94007,14,33467,1/8/13,300,59,Florida
43821,29,33686,1/8/13,917,49,Florida
29635,34,33805,1/8/13,464,12,Florida
61958,33,34102,1/8/13,455,76,Florida
27005,33,34108,1/8/13,731,72,Florida
17287,33,34615,1/8/13,250,31,Florida
4741,37,36119,1/8/13,570,37,Alabama
18511,16,36177,1/8/13,797,51,Alabama
44788,25,36616,1/8/13,1000,36,Alabama
50882,21,37245,1/8/13,896,30,Tennessee
21830,27,40205,1/8/13,653,42,Kentucky
59661,27,40581,1/8/13,202,87,Kentucky
56430,40,43231,1/8/13,229,73,Ohio
64472,22,45203,1/8/13,975,3,Ohio
17620,39,45254,1/8/13,608,92,Ohio
38557,26,45264,1/8/13,714,51,Ohio
43571,25,45296,1/8/13,871,95,Ohio
